chanel,link,date,text
@aviasales,https://t.me/aviasales/8623,2024-01-20 09:52:19,"У берегов Таиланда, недалеко от острова Кох Кей, туристы увидели кита-альбиноса. 
 
Всего китов была два. Этот вид называется полосатик Омуры, и он сам по себе довольно-таки редкий. А тут ещё и альбинос. Вот такое вот везение и впечатление на всю жизнь. 
 
Ничего не напоминает? Один в один, как те самые волжские лещи у села Ермаково."
@aviasales,https://t.me/aviasales/8621,2024-01-19 13:38:05,"Зимой в Сочи дешевле.  
 
Если вы решите остановиться именно в городе, а не в горах, то отели, гостиницы или жильё в частном секторе будут стоить существенно меньше, чем летом.  
 
Погода приятная. Можно выгулять бежевый тренч на полупустой набережной и пошептаться с морем наедине, глядя, как там, в зимней спячке отдыхает ротавирус. 
 
Ну а ещё можно посетить музеи, рестораны, бани и сауны. Спокойный такой отдых. 
 
Подробнее читайте в ПСЖР: i.avs.io/JJo_aaVX"
@aviasales,https://t.me/aviasales/8620,2024-01-19 10:42:29,"🇰🇿 В Казахстане с 1 марта установят единый часовой пояс. 

Разница с московским временем во всей стране будет + 2 часа.

@aviasales"
@aviasales,https://t.me/aviasales/8619,2024-01-19 09:31:51,"Скоро 14 февраля, 8 марта. А значит самое время подумать про расставание, чтобы не дарить подарки. 

А вот 9 мест для него и для неё, куда можно отправиться после расставания. 
Там можно побыть в одиночестве, повеселиться с друзьями или красиво войти в чью-то грешную жизнь. 
 
Читайте в ПСЖР: i.avs.io/0mn6V14C"
@aviasales,https://t.me/aviasales/8618,2024-01-19 07:52:08,"🔥 «Победа» запустили распродажу билетов от 999 рублей по 100 направлениям. 

Купить можно с 19 по 22 января, а слетать с 22 января по 31 марта. 

Всего в акции участвует 50 тысяч билетов. Поэтому успевайте!

@aviasales"
@aviasales,https://t.me/aviasales/8617,2024-01-19 07:43:20,"🇱🇰 Шри-Ланка с апреля будет выдавать временные разрешения на вождение иностранцам прямо в аэропорту. 

Сейчас если вы захотите ездить на машине на Шри-Ланке вам придётся обратиться в Транспортный департамент недалеко от Коломбо и пройти все круги бюрократического ада. 

Упрощение получения разрешений позволит государству получать сразу иностранную валюту за услуги, которые сейчас оплачиваются местной валютой.

До конца марта Шри-Ланка отменила визовый сбор для россиян. Что посмотреть там — читайте в ПСЖР.

@aviasales"
@aviasales,https://t.me/aviasales/8616,2024-01-18 14:22:22,"Наша e-mail рассылка… 
 
Элегантная и дорогая, как кожаный салон в феррари, информативная, как вкладыш с кучей текста в пластмассовом яйце от киндер сюрприза. Ну в том смысле, что много всего интересного написано. 
 
Ещё не убедили вас подписаться? 
 
Ну даже не знаем. Вам что не нужны индивидуальные подборки дешёвых билетов, в которых мы учитываем ваши интересы и город проживания, тревел-советы, которых больше нигде вы не найдёте, честнейшие путеводители и розыгрыши. 
 
Ну тогда не подписывайтесь!"
@aviasales,https://t.me/aviasales/8615,2024-01-18 12:32:59,"✈️ «Аэрофлот» с 9 февраля увеличит количество рейсов из Москвы на Маврикий. 

Летать будут три раза в неделю: по средам, пятницам и субботам. 

Россияне могут находиться в Республике до 60 дней без визы. Для въезда нужны обратные билеты, заполненная форма All-in-One и иммиграционная карта.

Маврикий, кстати, можно рассмотреть как альтернативу Бали или Таиланду. Людей там точно поменьше.

@aviasales"
@aviasales,https://t.me/aviasales/8614,2024-01-18 11:06:58,"Арнольда Шварценеггера задержали в аэропорту Мюнхена
 
Он не смог пройти через рамку металлоискателя, потому что он робот, который прибыл из будущего, чтобы уничтожить ChatGPT 4.  
 
Ладно. Всё было не так. 76-летний дедушка просто забыл задекларировать именные часы Audemars Piguet стоимостью 26 тыс. евро.  

Ему предписали уплатить штраф в 35 тыс. евро, что в целом довольно-таки приятно и удобно. Деньги у Шварценеггера были при себе на карте, но по правилам уютной европейской бюрократии, 50% от суммы таможенных сборов нужно обязательно уплатить наличными. И они поехали в банк под конвоем снимать налик. 
 
А потом Арнольд улетел на Всемирный климатический саммит в Австрию, говорить про глобальное потепление и есть омаров на фуршете.

@aviasales"
@aviasales,https://t.me/aviasales/8611,2024-01-18 09:04:01,"Из Владивостока запустят рейсы в Шанхай и Яньцзи в начале февраля 🔥

Рейсы в Шанхай вы уже видели во вчерашней подборке билетов. Они чартерные, с багажом и стоят от 24 227 ₽ в одну сторону, туда-обратно около 50. Летает Juneyao Airlines по субботам.

Рейсы в Яньцзи — тоже с багажом, стоят от 20 тысяч в одну сторону, туда-обратно можно взять от 34 тысяч. Летает China Southern Airlines по средам.

📌 А вот про то, как оформить визу в Китай и ни о чём не пожалеть. Также на въезд в страну для россиян действует групповой безвиз.

@aviasales_dv"
@aviasales,https://t.me/aviasales/8610,2024-01-18 07:21:22,"На Бали без визы? 🤯

Ещё в начале декабря стало известно, что Индонезия планирует ввести безвизовый режим для граждан 20 стран, в том числе для России.

Говорят, что документ уже на подписи у главы государства, осталось только дождаться, когда же он его подпишет. Ждём 😎

Сейчас россияне могут оформить визу на 30 дней по прилёте (~35$) с возможностью продления ещё на 30 дней или заранее в консульстве.

Не можете определиться: Пхукет или Бали? Тогда читайте нашу статью.

@aviasales"
@aviasales,https://t.me/aviasales/8609,2024-01-17 14:23:17,"✈️ «Аэрофлот» с 9 февраля увеличит количество рейсов из Санкт-Петербурга на Пхукет. 

Летать будут три раза в неделю — по четвергам, пятницам и воскресеньям.

До конца апреля россияне могут находиться в Таиланде до 90 дней.

@aviasales"
@aviasales,https://t.me/aviasales/8608,2024-01-17 12:39:02,"Правда ли, что в Таиланде всё дёшево и приятно?  
  
Давайте разбираться. В целом, Тай хорошее место для зимовки. Виза не нужна, россиянам можно находиться 90 дней, если въехать до конца апреля. Ну и многое действительно дешевле, чем в России.  
Но кое-что существенно дороже.  
  
Подробнее про цены читайте в ПСЖР: i.avs.io/wg9E4NTh"
@aviasales,https://t.me/aviasales/8607,2024-01-17 10:17:54,"🇫🇷 Есть такая новогодняя традиция — поднимать цены с января нового года. И Лувр не остался в стороне. 

Входной билет теперь будет стоить 22 евро (вместо 17). Говорят, что это вынужденная мера, так как с 2021 по 2022 год на 88% выросли счета за электричество.

Франция очень активно готовится к Олимпийским играм, которые пройдут летом. В июле и августе билеты на метро поднимут почти в 2 раза. 
Есть тут кто планирует поездку во Францию летом? Кем вы работаете?

@aviasales"
@aviasales,https://t.me/aviasales/8606,2024-01-17 08:02:32,"Кладбище кораблей, растение-динозавр и обаятельный лысый мужчина держит вас за руку на краю света. 
 
Звучит как сон при температуре в 38 градусов после таблетки парацетамола. 
Но это не сон, а реальное путешествие в Анголу с Дмитрием Лукьянчуком. И там тоже, к слову, бывает довольно-таки жарко. 
 
А ещё там дворец от создателя Эйфелевой башни, второй по величине водопад Африки и атмосферное свинцовое побережье Атлантического океана. 
 
Читаем в ПСЖР: i.avs.io/AEiQww62"
@aviasales,https://t.me/aviasales/8605,2024-01-16 14:48:33,"А тем временем певца Хулио Иглесиаса задержали в аэропорту Доминиканы. 

Он вёз 42 кг продуктов в своём багаже. Куриное мясо, клубнику, свеклу, шпинат и много чего ещё — словно собрался на капитал-шоу «Поле чудес».  
 
Возможно, до этого Хулио выступал на юбилее в столовой в Химках, и его просто не хотели отпускать с пустыми руками. 
Ну а доминиканские пограничники всё-таки отпустили певца с пустыми руками и сейчас, хихикая, кормят друг друга с рук. Не пропадать же добру. 
 
Если что, то в Доминиканскую Республику ввозить еду запрещено."
@aviasales,https://t.me/aviasales/8604,2024-01-16 13:08:00,"Стая волжских лещей подплыла сушиться под пиво к отдыхающим за городом самарчанам.

Россия, село Ермаково, Самарская область, Ставропольский район.

Путешествуйте!"
@aviasales,https://t.me/aviasales/8603,2024-01-16 12:14:46,"Там «Победа» обновили свой фирменный рюкзак и снова выгрузили на маркетплейсы. 

Если часто летаете этой а/к и не любите калибраторы, то это прям ВЕЩЬ, так как при виде рюкзака наземные службы не будут просить вас воспользоваться калибратором, а сразу пропустят на борт.

@aviasales"
@aviasales,https://t.me/aviasales/8602,2024-01-16 11:36:55,"Лепестки сакуры ворожат. 
Самурай стоит в подштанниках и пуховике на остановке и ждёт маршрутку. 
Скоро март. 
 
Вот такое хокку написалось как-то само собой, а всё потому, что появился график цветения сакуры в Японии. 

Сезон начинается 20 марта с острова Кюсю на юге и заканчивается на Хоккайдо — это на севере. 
Ну а в Токио розовые лепестки будут кружиться где-то 30 марта. 
 
В Японию россиянам нужна виза. А вот в ПСЖР рассказываем, как её оформить: i.avs.io/0O6lCJd2"
@aviasales,https://t.me/aviasales/8601,2024-01-16 09:27:11,"🇨🇳 «Аэрофлот» с 15 февраля увеличит количество рейсов из Москвы в город Санья (провинция Хайнань). 

Будут летать на Airbus A330 до четырёх раз в неделю — по средам, четвергам, субботам и воскресеньям.

Как сделать визу в Китай — читайте в ПСЖР: i.avs.io/D-KFI2LH

@aviasales"
@aviasales,https://t.me/aviasales/8600,2024-01-15 14:37:19,"🇦🇺 Во Владивостоке сегодня открылся Центр сбора биометрических данных для Австралии

Центр будет работать в определённые дни:
15 - 17, 29-30 января и 12-13, 26-27 февраля с 9 до 16 часов. 

Записаться на биометрию можно на официальном сайте.

Подача документов и получение австралийской визы полностью электронные, но нужно сдать биометрические данные. Какие документы нужны для австралийской визы — читайте в ПСЖР. 

В каких ещё городах можно сдать биометрию? 

Москва, Санкт-Петербург, Новосибирск, Ростов-на-Дону (ещё есть центр VFS в Алматы, если вам там ближе).

Добраться до Австралии из России можно с пересадкой в ОАЭ, Китае или Таиланде.

@aviasales"
@aviasales,https://t.me/aviasales/8599,2024-01-15 12:42:40,"У вас наличные или карта? У меня высокое артериальное давление. 
 
Вот такой светский диалог можно услышать между посетителями и официантами в ресторане Харбина. И дело тут не в размере счёта. Эта просто приятная услуга от заведения. 
По залу ходит медсестра и меряет давление посетителям, чтобы в случае чего человечек сделал паузу, попил воды, сходил умыться. 
 
Просто китайцы иногда любят немножко отдохнуть не в меру. Хотя с каждым такое бывает.

@aviasales"
@aviasales,https://t.me/aviasales/8598,2024-01-15 10:37:23,"А помните, как вы, задыхаясь, лежали на диване с полным животом оливье и расстёгнутой пуговицей на штанах, пока ваш верный фикус мощным фотосинтезом вырабатывал вам кислород в квартире? 
 
Заставляет задуматься. 
 
Короче, если куда-то уезжаете, то не забывайте про свои комнатные растения.  
Вот вам подборка в ПСЖР со всякими штуками с Алика, которые поухаживают за вашими цветами, пока вас нет."
@aviasales,https://t.me/aviasales/8597,2024-01-15 08:17:01,"🇹🇷 Вход для иностранных туристов в Мечеть Айя‑София в Стамбуле будет стоить 25 евро 

С сегодняшнего дня в мечети будет раздельный вход для паломников и туристов. То есть туристы могут посещать мечеть, не нарушая среду богослужений. 

Всю историческую информацию туристы смогут получать через специальное приложение в аудиоформате на 23 языках.  Входной билет можно купить в кассе напротив фонтана Ахмета. 

Для граждан Турции вход в мечеть останется бесплатным.

@aviasales"
@aviasales,https://t.me/aviasales/8592,2024-01-14 11:04:01,"Вы знали, что в Калининградской области есть город, который считается столицей кошек? Это Зеленоградск🐈

Котики там считаются чуть ли не священными животными — везде их изображения, скульптуры, а в некоторых заведениях кошки даже работают. На улицах стоят автоматы с кормом, а в центре для пушистых есть маленькие домики в европейском стиле.

В городе также работает котошеф, она следит за чистотой и порядком. Такая вот должность появилась в городской администрации в 2018 году.

🤓Подробнее про Зеленоградск мы рассказали вот здесь."
@aviasales,https://t.me/aviasales/8584,2024-01-13 10:02:01,"Храм Вевуруканнала Вихара, Шри-Ланка.

Довольно-таки уникальный храм с белыми стеночками, 50-метровой статуей сидящего Будды и туннелем ада. 

Нет, это не просто туннель, который нужно пройти в влажные +35°C. Там всякие статуи и рисунки, изображающие грешников, при жизни поддавшихся искушениям на пути к своему просветлению. Например, сидению в тик токах и поеданию колбасы в час ночи. 
А также там всякие демоны, которые проводят экзекуции над бедолагами.

Вот как это всё выглядит."
@aviasales,https://t.me/aviasales/8583,2024-01-12 14:30:32,"Пиво «Жигулёвское» — вкус знакомый с детства. Мало кто знает, но родина данной божественной амброзии – Самара. Хотя, возможно, знают и многие, но бывали здесь не все. 
 
А наш главный редактор Виталий был там на выходных. 
Он скрипел снегом, во время прогулки вдоль атмосферных домов в стиле модерн. Долго смотрел вдаль за горизонт заснеженной Волги, думая о вечном. Помолодел душой, танцуя с незнакомкой в одном из самарских баров. 
 
Ну и написал про эту поездку в ПСЖР. Читаем: https://i.avs.io/FdK-40vq"
@aviasales,https://t.me/aviasales/8582,2024-01-12 12:01:49,"Ох, ну наконец-то! Кения стала безвизовой 🇰🇪

Причём для граждан всех стран. Оставаться в стране без визы можно до 90 дней. 

Для въезда нужно получить электронное разрешение (eTA) за $30. В будущем собираются сделать приложение, чтобы оформлять его было проще, ну а пока онлайн-заявку подают на сайте за три дня до поездки.

📌 Зато в Кению можно со своими водительскими правами.

@aviasales_dv"
@aviasales,https://t.me/aviasales/8581,2024-01-12 09:30:57,"Как высокорангово поскользнуться и упасть этой зимой? 
 
Сделать это на льду Байкала! 
 
Наша редактор Симона ездила туда с подругами в прошлом году. Время с тех пор утекло немало, но впечатления остались свежими и незамутнёнными, как байкальский лёд. 
Симона подсчитала свои траты и подробно рассказал нам об этом в ПСЖР. 
 
А также о том, как туда добраться, где жить, что поесть, чем себя развлечь: https://i.avs.io/YKeEZLMQ"
@aviasales,https://t.me/aviasales/8580,2024-01-12 07:30:39,"Новый способ проверки ручной клади придумали TAP Air Portugal😳

Теперь сотрудники португальской авиакомпании ходят и самостоятельно измеряют габариты чемоданов картонной коробкой. Применить все свои силы и умения, заталкивая в калибратор сумку в два раза больше, уже не получится.

Замер происходит прямо перед посадкой, а доплата за превышение нормы — 125-170 евро.


Надеемся, эта идея не пойдет дальше Португалии, иначе в некоторых авиакомпаниях будут измерять чемоданы коробкой из-под торта"
@aviasales,https://t.me/aviasales/8579,2024-01-11 15:02:02,"Если вдруг тоже решите надеть носок, то надевайте тёплый. Зима всё-таки. 

Ну а в остальном всё как обычно. Расписали подробно в ПСЖР: https://i.avs.io/ayE2FkE-"
@aviasales,https://t.me/aviasales/8578,2024-01-11 13:04:27,"Ничто так не скрашивает скучный 4-часовой полёт, как роды на борту.

Вот, например, вчера на рейсе из Москвы в Душанбе пассажирка родила девочку, чем мощно сплотила всех присутствующих.
Роды принимали бортпроводники вместе с медиками из числа пассажиров. А те, кому не хватило компетенции участвовать в таинстве рождения, щедро скинулись деньгами. Получилось где-то 55 000 рублей на пелёнки и подгузники.

В целом, рожать лучше в более спокойной обстановке. Да и на поздних сроках летать не рекомендуется. Но есть такая темка, что ребёнок, который родился на борту, может претендовать на три вида гражданства:

▪️Гражданство страны, которой принадлежит самолёт.
▪️Страны, над чьей территорией произошли роды.
▪️Страны, где самолёт приземлился.

И многие в последнее время часто думают об этом. Даже чаще, чем думали перед тем, как забеременеть.

А вот вам наша статья в ПСЖР о всех нюансах, связанных с гражданством и родами в самолёте: https://i.avs.io/PgPmta0N"
@aviasales,https://t.me/aviasales/8577,2024-01-11 12:00:43,"А поехали в Северную Корею на лыжах кататься? ⛷🇰🇵

Это не прикол: первые туристы из Приморья 9 февраля уже едут в Пхеньян, а оттуда на горнолыжный курорт Масикрён. Пятидневный тур обойдётся в $750. Говорят, там 10 многоуровневых трасс, в том числе для новичков. Самая высокая точка — 1 360 метров.  Вот так вот.

Россиянам для посещения нужна туристическая виза. Если всё-таки сомневаетесь, надо ли вам такое, вот заметки про КНДР от Дмитрия Лукьянчука — путешественнника с 20-летним стажем.

@aviasales_dv"
@aviasales,https://t.me/aviasales/8576,2024-01-11 09:45:14,"1,6 млн. евро монетками за год накидали туристы в фонтан Треви в Риме. 

Получилось где-то 33 тонны. Вот такой приятный лёгкий и ненавязчивый бизнес. 

Фонтан чистят минимум раз в неделю. А когда наплыв туристов особенно большой, то каждый день. 
Все монетки пересчитывают, пакуют по мешкам и радуются. А кто бы не радовался. 

Фонтан Треви построен в 1732—1762 годах по проекту Николо Сальви. Это один из самых известных фонтанов в мире и одна из наиболее популярных туристических точек Италии."
@aviasales,https://t.me/aviasales/8571,2024-01-11 07:20:10,"Если вам не хватает экстрима этой зимой, можете слетать в Надым, там уже в воскресенье обещают - 44°C. 

А ещё можете пожить пару дней в ледяном отеле. В Швеции в 200 км от Полярного круга есть Icehotel🥶

Там туристам предлагают пожить в номерах, высеченных изо льда. Температура в них опускается до -8°C. Для тепла предусмотрены одеяла из шкур и согревающие напитки. Всё как и в обычной съёмной квартире в Европе зимой.

Стоит такой отдых 70 тысяч рублей в сутки на двоих."
@aviasales,https://t.me/aviasales/8568,2024-01-10 16:01:24,"Исаакиевский собор покрылся инеем из-за резкой смены погоды. 
Ну и стал бледным, как и подобает лицу петербуржца, который видит солнечный свет, только когда открывает холодильник, чтобы взять куру с гречей. 
 
Горожане не растерялись и наоставляли всяких надписей и отпечатков на соборе. Но, наверное, уже всё растаяло. 
 
Фото: Сергей Михайличенко, «Фонтанка.ру»"
@aviasales,https://t.me/aviasales/8567,2024-01-10 15:04:24,"14, 21 и 28 января из-за ремонтных работ будет изменён график движения поездов «Аэроэкспресс» в аэропорт Шереметьево и обратно.

С утра и до 15 часов интервалы между поездами составят 1-3 часа.
После 15 часов — поезда будут курсировать каждые полчаса.

Во время перерывов добраться в аэропорт можно на экспресс-автобусах от метро «Ховрино». Поездка занимает около 20 минут. Расписание автобусов вот тут."
@aviasales,https://t.me/aviasales/8566,2024-01-10 12:00:46,"Куда поехать в феврале? 
 
Можно немного проехаться на пару метров вперёд на спине, поскользнувшись во время гололёда. Можно полететь куда-нибудь из нашей нашей подборки в ПСЖР.  
Возможности безграничны. 
 
Вот вам варианты на февраль. И по России, и за границу: https://i.avs.io/e7aFFUUO"
@aviasales,https://t.me/aviasales/8565,2024-01-10 09:29:40,"🏖 Тур в из России в Турцию за 25 млн. рублей. 
 
Вот так скромно и по-домашнему отдохнула семья из шести человек в Анталье. Они жили 67 дней в пятизвёздочном отеле по системе «ультра всё включено» и в целом приятно провели там время. К слову, это был самый дорогой тур в минувшем году. 
 
Чуть меньше стоил тур на Мальдивы — 22 млн. рублей. Туда летала семья из пяти человек, но уже на 15 дней. Что тоже неплохо и по своему уютно. 
И примерно столько же заплатили четверо россиян за восьмидневный отдых на курорте Кран-Монтана в швейцарском кантоне Вале. 
 
Какой можно сделать из этого вывод? 
А вывод прост: собирайтесь почаще отдыхать своей семьёй."
@aviasales,https://t.me/aviasales/8561,2024-01-10 07:01:01,"А тем временем россияне заняли первое место по турпотоку в Таиланд на новогодние праздники. 
Например, в день на Пхукет приезжало по пять тысяч человек из России, что, собственно, и является самым большим показателем среди иностранцев. 
 
А значит многие солидно отпраздновали Новый год. Вместо холодца — том ям, вместо селёдки под шубой — осьминог нагишом, вместо Деда Мороза — Ледидед Жара. 
Ну а почему бы и нет. Один раз живём. 
 
По этому случаю мы тут с коллегами посовещались и написали вам пару советов о том, что интересного посмотреть на Пхукете. 
Вот, читайте в ПСЖР."
